OBJECTID_1,name,latitude,longitude,Categoria,Cobertura vegetal,Area protegida,Tipo,YearD,YearL,A_o de creacion,CaIUCN
444,Hyloscirtus piceigularis,4.90477,-74.4294,EN,Crops,Sin registros en Pas,NA,1982,1987,NA,NA
445,Hyloscirtus piceigularis,8.48882,-73.38127,EN,Crops,Sin registros en Pas,NA,1982,1987,NA,NA
446,Hyloscirtus piceigularis,7.13581,-73.0094,EN,Grassland,Sin registros en Pas,NA,1982,1987,NA,NA
447,Hyloscirtus piceigularis,10.37139,-72.95417,EN,Mature forest,Serrania del Perija,PNN,1982,1987,2016,II
448,Hyloscirtus piceigularis,8.32473,-73.41204,EN,Shrub,Sin registros en Pas,NA,1982,1987,NA,NA
449,Hyloscirtus piceigularis,10.56649,-72.8473,EN,Grassland,Serrania del Perija,PNN,1982,1987,2016,II
450,Hyloscirtus piceigularis,6.29827,-73.15058,EN,Grassland,Sin registros en Pas,NA,1982,1987,NA,NA
451,Hyloscirtus piceigularis,8.42503,-73.40094,EN,Mature forest,Sin registros en Pas,NA,1982,1987,NA,NA
452,Hyloscirtus piceigularis,6.01238,-73.16303,EN,Mature forest,Guaneta. Alto del Rio Fonce,SFF,1982,1987,1993,IV
453,Hyloscirtus piceigularis,7.04783,-72.97994,EN,Mature forest,El Rasgon,Parque Natural Regional,1982,1987,2009,II
454,Bolitoglossa capitana,4.86722,-74.42361,CR,Crops,Salto El Tequendama y Cerro Manjui,Distritos Regionales De Manejo Integrado,1963,2005,1999,VI
455,Bolitoglossa capitana,4.71667,-74.31667,CR,Grassland,Sin registros en Pas,NA,1963,2005,NA,NA
456,Bolitoglossa capitana,4.90231,-74.49056,CR,Secundary forest,Sin registros en Pas,NA,1963,2005,NA,NA
457,Bolitoglossa capitana,4.53148,-74.336,CR,Shrub,Sin registros en Pas,NA,1963,2005,NA,NA
458,Centrolene daidaleum,8.24667,-73.25,VU,Shrub,Sin registros en Pas,NA,1991,2010,NA,NA
459,Centrolene daidaleum,4.88986,-74.58185,VU,Secundary forest,Sin registros en Pas,NA,1991,2010,NA,NA
460,Centrolene daidaleum,7.20826,-73.01125,VU,Fragmented forest,Sin registros en Pas,NA,1991,2010,NA,NA
461,Centrolene daidaleum,8.4077,-73.38904,VU,Mature forest,Sin registros en Pas,NA,1991,2010,NA,NA
462,Centrolene daidaleum,8.25136,-73.25362,VU,Shrub,Sin registros en Pas,NA,1991,2010,NA,NA
463,Centrolene daidaleum,5.85862,-73.54053,VU,Mature forest,Sin registros en Pas,NA,1991,2010,NA,NA
464,Centrolene daidaleum,6.52,-73.17,VU,Crops,Sin registros en Pas,NA,1991,2010,NA,NA
465,Centrolene daidaleum,7.15,-73.02,VU,Crops,Sin registros en Pas,NA,1991,2010,NA,NA
466,Centrolene daidaleum,7.17,-73.01,VU,Crops,Sin registros en Pas,NA,1991,2010,NA,NA
467,Centrolene daidaleum,8.23,-73.4,VU,Secundary forest,Sin registros en Pas,NA,1991,2010,NA,NA
468,Centrolene petrophilum,5.84821,-74.29172,EN,Mature forest,Serrania de Las Quinchas,Parque Natural Regional,1991,1983,2008,II
469,Centrolene petrophilum,5.10971,-73.34099,EN,Crops,Sin registros en Pas,NA,1991,1983,NA,NA
470,Centrolene petrophilum,5.11056,-73.23306,EN,Grassland,Sin registros en Pas,NA,1991,1983,NA,NA
471,Centrolene petrophilum,5.30128,-72.67038,EN,Mature forest,Sin registros en Pas,NA,1991,1983,NA,NA
472,Centrolene petrophilum,5.11065,-73.2331,EN,Grassland,Sin registros en Pas,NA,1991,1983,NA,NA
473,Cryptobatrachus fuhrmanni,6.55032,-73.19388,VU,Crops,Sin registros en Pas,NA,1914,2012,NA,NA
474,Cryptobatrachus fuhrmanni,8.17832,-73.33139,VU,Grassland,Sin registros en Pas,NA,1914,2012,NA,NA
475,Cryptobatrachus fuhrmanni,5.56073,-74.30829,VU,Crops,Sin registros en Pas,NA,1914,2012,NA,NA
476,Cryptobatrachus fuhrmanni,5.58719,-74.3041,VU,Grassland,Sin registros en Pas,NA,1914,2012,NA,NA
477,Cryptobatrachus fuhrmanni,4.91667,-74.45,VU,Crops,Sin registros en Pas,NA,1914,2012,NA,NA
478,Cryptobatrachus fuhrmanni,6.58333,-73.08333,VU,Grassland,Sin registros en Pas,NA,1914,2012,NA,NA
479,Cryptobatrachus fuhrmanni,6.87889,-72.85944,VU,Crops,Sin registros en Pas,NA,1914,2012,NA,NA
480,Hyloscirtus lynchi,7.09431,-73.01033,EN,Paramo,Sin registros en Pas,NA,1991,2000,NA,NA
481,Hyloscirtus lynchi,7.10915,-73.0099,EN,Mature forest,Cerro La Judia,Parque Natural Regional,1991,2000,2009,II
482,Hyloscirtus lynchi,7.10134,-73.01108,EN,Grassland,Cerro La Judia,Parque Natural Regional,1991,2000,2009,II
483,Hyloscirtus lynchi,6.0886,-73.1323,EN,Grassland,Paramos de Guantiva y La Rusia,Distritos Regionales De Manejo Integrado,1991,2000,2011,VI
484,Hyloscirtus lynchi,5.93406,-73.08336,EN,Paramo,Sin registros en Pas,NA,1991,2000,NA,NA
485,Hyloscirtus lynchi,7.1092,-72.9901,EN,Mature forest,Sin registros en Pas,NA,1991,2000,NA,NA
486,Centrolene geckoideum,5.44817,-72.71868,VU,Mature forest,Sin registros en Pas,NA,1872,2007,NA,NA
487,Centrolene geckoideum,1.794,-75.69125,VU,Mature forest,Sin registros en Pas,NA,1872,2007,NA,NA
488,Centrolene geckoideum,1.88939,-75.70584,VU,Mature forest,Sin registros en Pas,NA,1872,2007,NA,NA
489,Centrolene geckoideum,5.44663,-72.72027,VU,Grassland,Sin registros en Pas,NA,1872,2007,NA,NA
490,Centrolene geckoideum,1.83929,-75.69554,VU,Grassland,Sin registros en Pas,NA,1872,2007,NA,NA
491,Centrolene geckoideum,1.74611,-75.73123,VU,Mature forest,Sin registros en Pas,NA,1872,2007,NA,NA
492,Atelopus pedimarmoratus,4.58901,-73.54744,CR,Fragmented forest,Sin registros en Pas,NA,1963,1990,NA,NA
493,Atelopus pedimarmoratus,4.63333,-73.55,CR,Grassland,Sin registros en Pas,NA,1963,1990,NA,NA
494,Pristimantis hernandezi ,1.8099,-75.76206,EN,Mature forest,Sin registros en Pas,NA,1983,1990,NA,NA
495,Pristimantis hernandezi ,1.86328,-75.71083,EN,Mature forest,Sin registros en Pas,NA,1983,1990,NA,NA
496,Pristimantis hernandezi ,1.93215,-75.67799,EN,Crops,Sin registros en Pas,NA,1983,1990,NA,NA
497,Pristimantis hernandezi ,1.98656,-76.22299,EN,Crops,Sin registros en Pas,NA,1983,1990,NA,NA
498,Pristimantis mnionaetes,5.36771,-73.24671,EN,Secundary forest,Sin registros en Pas,NA,1998,2015,NA,NA
499,Pristimantis mnionaetes,5.35204,-73.27999,EN,Secundary forest,Sin registros en Pas,NA,1998,2015,NA,NA
500,Pristimantis mnionaetes,5.0772,-74.12637,EN,Grassland,Sin registros en Pas,NA,1998,2015,NA,NA
501,Strabomantis cornutus,1.08981,-76.73334,VU,Mature forest,Sin registros en Pas,NA,1871,1990,NA,NA
502,Strabomantis cornutus,1.66239,-75.80661,VU,Mature forest,Sin registros en Pas,NA,1871,1990,NA,NA
503,Atelopus petriruizi ,2.83333,-74.86667,CR,Mature forest,Cordillera de los Picachos,PNN,1999,1998,1977,II
504,Atelopus petriruizi ,2.14179,-75.00044,CR,Mature forest,Sin registros en Pas,NA,1999,1998,NA,NA
505,Dendropsophus stingi,5.22913,-72.85871,VU,Mature forest,Sin registros en Pas,NA,1994,2006,NA,NA
506,Dendropsophus stingi,4.8521,-73.2959,VU,Mature forest,Sin registros en Pas,NA,1994,2006,NA,NA
507,Hyloxalus edwardsi,4.66076,-74.02075,CR,Crops,Sin registros en Pas,NA,1982,1996,NA,NA
508,Hyloxalus edwardsi,4.56997,-74.0295,CR,Paramo,Bosque Oriental Bogota,Reserva Forestal Protectora Nacional,1982,1996,1976,VI
509,Hyloxalus edwardsi,4.55,-73.96655,CR,Fragmented forest,Sin registros en Pas,NA,1982,1996,NA,NA
